,Images,Normal,COVID-19,BacterialPneumonia,ViralPneumonia
119,BacterialPneumonia/205.jpeg,,,1.0,
120,BacterialPneumonia/206.jpeg,,,1.0,
121,BacterialPneumonia/207.jpeg,,,1.0,
122,BacterialPneumonia/208.jpeg,,,1.0,
123,BacterialPneumonia/209.jpeg,,,1.0,
124,BacterialPneumonia/21.jpeg,,,1.0,
125,BacterialPneumonia/210.jpeg,,,1.0,
126,BacterialPneumonia/211.jpeg,,,1.0,
127,BacterialPneumonia/212.jpeg,,,1.0,
128,BacterialPneumonia/213.jpeg,,,1.0,
129,BacterialPneumonia/214.jpeg,,,1.0,
130,BacterialPneumonia/215.jpeg,,,1.0,
131,BacterialPneumonia/216.jpeg,,,1.0,
132,BacterialPneumonia/217.jpeg,,,1.0,
133,BacterialPneumonia/218.jpeg,,,1.0,
134,BacterialPneumonia/219.jpeg,,,1.0,
135,BacterialPneumonia/22.jpeg,,,1.0,
136,BacterialPneumonia/220.jpeg,,,1.0,
137,BacterialPneumonia/221.jpeg,,,1.0,
138,BacterialPneumonia/222.jpeg,,,1.0,
139,BacterialPneumonia/223.jpeg,,,1.0,
140,BacterialPneumonia/224.jpeg,,,1.0,
141,BacterialPneumonia/225.jpeg,,,1.0,
142,BacterialPneumonia/226.jpeg,,,1.0,
143,BacterialPneumonia/227.jpeg,,,1.0,
144,BacterialPneumonia/228.jpeg,,,1.0,
145,BacterialPneumonia/229.jpeg,,,1.0,
146,BacterialPneumonia/23.jpeg,,,1.0,
147,BacterialPneumonia/230.jpeg,,,1.0,
148,BacterialPneumonia/231.jpeg,,,1.0,
149,BacterialPneumonia/232.jpeg,,,1.0,
150,BacterialPneumonia/233.jpeg,,,1.0,
151,BacterialPneumonia/234.jpeg,,,1.0,
152,BacterialPneumonia/235.jpeg,,,1.0,
153,BacterialPneumonia/236.jpeg,,,1.0,
154,BacterialPneumonia/237.jpeg,,,1.0,
155,BacterialPneumonia/238.jpeg,,,1.0,
156,BacterialPneumonia/239.jpeg,,,1.0,
157,BacterialPneumonia/24.jpeg,,,1.0,
158,BacterialPneumonia/240.jpeg,,,1.0,
159,BacterialPneumonia/241.jpeg,,,1.0,
160,BacterialPneumonia/242.jpeg,,,1.0,
161,BacterialPneumonia/243.jpeg,,,1.0,
162,BacterialPneumonia/244.jpeg,,,1.0,
163,BacterialPneumonia/245.jpeg,,,1.0,
164,BacterialPneumonia/246.jpeg,,,1.0,
165,BacterialPneumonia/247.jpeg,,,1.0,
166,BacterialPneumonia/248.jpeg,,,1.0,
167,BacterialPneumonia/249.jpeg,,,1.0,
168,BacterialPneumonia/25.jpeg,,,1.0,
169,BacterialPneumonia/250.jpeg,,,1.0,
170,BacterialPneumonia/251.jpeg,,,1.0,
171,BacterialPneumonia/252.jpeg,,,1.0,
172,BacterialPneumonia/253.jpeg,,,1.0,
173,BacterialPneumonia/254.jpeg,,,1.0,
174,BacterialPneumonia/255.jpeg,,,1.0,
175,BacterialPneumonia/256.jpeg,,,1.0,
176,BacterialPneumonia/257.jpeg,,,1.0,
177,BacterialPneumonia/258.jpeg,,,1.0,
178,BacterialPneumonia/259.jpeg,,,1.0,
179,BacterialPneumonia/26.jpeg,,,1.0,
180,BacterialPneumonia/260.jpeg,,,1.0,
181,BacterialPneumonia/261.jpeg,,,1.0,
182,BacterialPneumonia/262.jpeg,,,1.0,
183,BacterialPneumonia/263.jpeg,,,1.0,
184,BacterialPneumonia/264.jpeg,,,1.0,
185,BacterialPneumonia/265.jpeg,,,1.0,
186,BacterialPneumonia/266.jpeg,,,1.0,
187,BacterialPneumonia/267.jpeg,,,1.0,
188,BacterialPneumonia/268.jpeg,,,1.0,
189,BacterialPneumonia/269.jpeg,,,1.0,
190,BacterialPneumonia/27.jpeg,,,1.0,
191,BacterialPneumonia/270.jpeg,,,1.0,
192,BacterialPneumonia/271.jpeg,,,1.0,
193,BacterialPneumonia/272.jpeg,,,1.0,
194,BacterialPneumonia/273.jpeg,,,1.0,
195,BacterialPneumonia/274.jpeg,,,1.0,
196,BacterialPneumonia/275.jpeg,,,1.0,
197,BacterialPneumonia/276.jpeg,,,1.0,
198,BacterialPneumonia/277.jpeg,,,1.0,
199,BacterialPneumonia/278.jpeg,,,1.0,
200,BacterialPneumonia/279.jpeg,,,1.0,
201,BacterialPneumonia/28.jpeg,,,1.0,
202,BacterialPneumonia/280.jpeg,,,1.0,
203,BacterialPneumonia/281.jpeg,,,1.0,
204,BacterialPneumonia/282.jpeg,,,1.0,
205,BacterialPneumonia/283.jpeg,,,1.0,
206,BacterialPneumonia/284.jpeg,,,1.0,
207,BacterialPneumonia/285.jpeg,,,1.0,
208,BacterialPneumonia/286.jpeg,,,1.0,
209,BacterialPneumonia/287.jpeg,,,1.0,
210,BacterialPneumonia/288.jpeg,,,1.0,
211,BacterialPneumonia/289.jpeg,,,1.0,
212,BacterialPneumonia/29.jpeg,,,1.0,
213,BacterialPneumonia/290.jpeg,,,1.0,
214,BacterialPneumonia/291.jpeg,,,1.0,
215,BacterialPneumonia/292.jpeg,,,1.0,
216,BacterialPneumonia/293.jpeg,,,1.0,
217,BacterialPneumonia/294.jpeg,,,1.0,
218,BacterialPneumonia/295.jpeg,,,1.0,
219,BacterialPneumonia/296.jpeg,,,1.0,
220,BacterialPneumonia/297.jpeg,,,1.0,
221,BacterialPneumonia/298.jpeg,,,1.0,
222,BacterialPneumonia/299.jpeg,,,1.0,
223,BacterialPneumonia/3.jpeg,,,1.0,
224,BacterialPneumonia/30.jpeg,,,1.0,
225,BacterialPneumonia/300.jpeg,,,1.0,
226,BacterialPneumonia/301.jpeg,,,1.0,
227,BacterialPneumonia/302.jpeg,,,1.0,
228,BacterialPneumonia/303.jpeg,,,1.0,
229,BacterialPneumonia/304.jpeg,,,1.0,
230,BacterialPneumonia/305.jpeg,,,1.0,
231,BacterialPneumonia/306.jpeg,,,1.0,
232,BacterialPneumonia/307.jpeg,,,1.0,
233,BacterialPneumonia/308.jpeg,,,1.0,
234,BacterialPneumonia/309.jpeg,,,1.0,
235,BacterialPneumonia/31.jpeg,,,1.0,
236,BacterialPneumonia/310.jpeg,,,1.0,
237,BacterialPneumonia/311.jpeg,,,1.0,
238,BacterialPneumonia/312.jpeg,,,1.0,
239,BacterialPneumonia/313.jpeg,,,1.0,
240,BacterialPneumonia/314.jpeg,,,1.0,
241,BacterialPneumonia/315.jpeg,,,1.0,
242,BacterialPneumonia/316.jpeg,,,1.0,
243,BacterialPneumonia/317.jpeg,,,1.0,
244,BacterialPneumonia/318.jpeg,,,1.0,
245,BacterialPneumonia/319.jpeg,,,1.0,
246,BacterialPneumonia/32.jpeg,,,1.0,
247,BacterialPneumonia/320.jpeg,,,1.0,
248,BacterialPneumonia/321.jpeg,,,1.0,
249,BacterialPneumonia/322.jpeg,,,1.0,
250,BacterialPneumonia/323.jpeg,,,1.0,
251,BacterialPneumonia/324.jpeg,,,1.0,
252,BacterialPneumonia/325.jpeg,,,1.0,
253,BacterialPneumonia/326.jpeg,,,1.0,
254,BacterialPneumonia/327.jpeg,,,1.0,
255,BacterialPneumonia/328.jpeg,,,1.0,
256,BacterialPneumonia/329.jpeg,,,1.0,
257,BacterialPneumonia/33.jpeg,,,1.0,
258,BacterialPneumonia/330.jpeg,,,1.0,
259,BacterialPneumonia/331.jpeg,,,1.0,
260,BacterialPneumonia/332.jpeg,,,1.0,
261,BacterialPneumonia/333.jpeg,,,1.0,
262,BacterialPneumonia/334.jpeg,,,1.0,
263,BacterialPneumonia/335.jpeg,,,1.0,
264,BacterialPneumonia/336.jpeg,,,1.0,
265,BacterialPneumonia/337.jpeg,,,1.0,
266,BacterialPneumonia/338.jpeg,,,1.0,
267,BacterialPneumonia/339.jpeg,,,1.0,
268,BacterialPneumonia/34.jpeg,,,1.0,
269,BacterialPneumonia/340.jpeg,,,1.0,
270,BacterialPneumonia/341.jpeg,,,1.0,
271,BacterialPneumonia/342.jpeg,,,1.0,
272,BacterialPneumonia/343.jpeg,,,1.0,
273,BacterialPneumonia/344.jpeg,,,1.0,
274,BacterialPneumonia/345.jpeg,,,1.0,
275,BacterialPneumonia/346.jpeg,,,1.0,
276,BacterialPneumonia/347.jpeg,,,1.0,
277,BacterialPneumonia/348.jpeg,,,1.0,
278,BacterialPneumonia/349.jpeg,,,1.0,
279,BacterialPneumonia/35.jpeg,,,1.0,
280,BacterialPneumonia/350.jpeg,,,1.0,
281,BacterialPneumonia/351.jpeg,,,1.0,
282,BacterialPneumonia/352.jpeg,,,1.0,
283,BacterialPneumonia/353.jpeg,,,1.0,
284,BacterialPneumonia/354.jpeg,,,1.0,
285,BacterialPneumonia/355.jpeg,,,1.0,
286,BacterialPneumonia/356.jpeg,,,1.0,
287,BacterialPneumonia/357.jpeg,,,1.0,
288,BacterialPneumonia/358.jpeg,,,1.0,
289,BacterialPneumonia/359.jpeg,,,1.0,
290,BacterialPneumonia/36.jpeg,,,1.0,
291,BacterialPneumonia/360.jpeg,,,1.0,
292,BacterialPneumonia/361.jpeg,,,1.0,
293,BacterialPneumonia/362.jpeg,,,1.0,
294,BacterialPneumonia/363.jpeg,,,1.0,
295,BacterialPneumonia/364.jpeg,,,1.0,
296,BacterialPneumonia/365.jpeg,,,1.0,
297,BacterialPneumonia/366.jpeg,,,1.0,
298,BacterialPneumonia/367.jpeg,,,1.0,
299,BacterialPneumonia/368.jpeg,,,1.0,
300,BacterialPneumonia/369.jpeg,,,1.0,
301,BacterialPneumonia/37.jpeg,,,1.0,
302,BacterialPneumonia/370.jpeg,,,1.0,
303,BacterialPneumonia/371.jpeg,,,1.0,
304,BacterialPneumonia/372.jpeg,,,1.0,
305,BacterialPneumonia/373.jpeg,,,1.0,
306,BacterialPneumonia/374.jpeg,,,1.0,
307,BacterialPneumonia/375.jpeg,,,1.0,
308,BacterialPneumonia/376.jpeg,,,1.0,
309,BacterialPneumonia/377.jpeg,,,1.0,
310,BacterialPneumonia/378.jpeg,,,1.0,
311,BacterialPneumonia/379.jpeg,,,1.0,
312,BacterialPneumonia/38.jpeg,,,1.0,
313,BacterialPneumonia/380.jpeg,,,1.0,
314,BacterialPneumonia/381.jpeg,,,1.0,
315,BacterialPneumonia/382.jpeg,,,1.0,
316,BacterialPneumonia/383.jpeg,,,1.0,
317,BacterialPneumonia/384.jpeg,,,1.0,
318,BacterialPneumonia/385.jpeg,,,1.0,
319,BacterialPneumonia/386.jpeg,,,1.0,
320,BacterialPneumonia/387.jpeg,,,1.0,
321,BacterialPneumonia/388.jpeg,,,1.0,
322,BacterialPneumonia/389.jpeg,,,1.0,
323,BacterialPneumonia/39.jpeg,,,1.0,
324,BacterialPneumonia/390.jpeg,,,1.0,
325,BacterialPneumonia/391.jpeg,,,1.0,
326,BacterialPneumonia/392.jpeg,,,1.0,
327,BacterialPneumonia/393.jpeg,,,1.0,
328,BacterialPneumonia/394.jpeg,,,1.0,
329,BacterialPneumonia/395.jpeg,,,1.0,
330,BacterialPneumonia/396.jpeg,,,1.0,
331,BacterialPneumonia/397.jpeg,,,1.0,
332,BacterialPneumonia/398.jpeg,,,1.0,
333,BacterialPneumonia/399.jpeg,,,1.0,
334,BacterialPneumonia/4.jpeg,,,1.0,
335,BacterialPneumonia/40.jpeg,,,1.0,
336,BacterialPneumonia/400.jpeg,,,1.0,
337,BacterialPneumonia/401.jpeg,,,1.0,
338,BacterialPneumonia/402.jpeg,,,1.0,
339,BacterialPneumonia/403.jpeg,,,1.0,
340,BacterialPneumonia/404.jpeg,,,1.0,
341,BacterialPneumonia/405.jpeg,,,1.0,
342,BacterialPneumonia/406.jpeg,,,1.0,
343,BacterialPneumonia/407.jpeg,,,1.0,
344,BacterialPneumonia/408.jpeg,,,1.0,
345,BacterialPneumonia/409.jpeg,,,1.0,
346,BacterialPneumonia/41.jpeg,,,1.0,
347,BacterialPneumonia/410.jpeg,,,1.0,
348,BacterialPneumonia/411.jpeg,,,1.0,
349,BacterialPneumonia/412.jpeg,,,1.0,
350,BacterialPneumonia/413.jpeg,,,1.0,
351,BacterialPneumonia/414.jpeg,,,1.0,
352,BacterialPneumonia/415.jpeg,,,1.0,
353,BacterialPneumonia/416.jpeg,,,1.0,
354,BacterialPneumonia/417.jpeg,,,1.0,
355,BacterialPneumonia/418.jpeg,,,1.0,
356,BacterialPneumonia/419.jpeg,,,1.0,
357,BacterialPneumonia/42.jpeg,,,1.0,
358,BacterialPneumonia/420.jpeg,,,1.0,
359,BacterialPneumonia/421.jpeg,,,1.0,
360,BacterialPneumonia/422.jpeg,,,1.0,
361,BacterialPneumonia/423.jpeg,,,1.0,
362,BacterialPneumonia/424.jpeg,,,1.0,
363,BacterialPneumonia/425.jpeg,,,1.0,
364,BacterialPneumonia/426.jpeg,,,1.0,
365,BacterialPneumonia/427.jpeg,,,1.0,
366,BacterialPneumonia/428.jpeg,,,1.0,
367,BacterialPneumonia/429.jpeg,,,1.0,
368,BacterialPneumonia/43.jpeg,,,1.0,
369,BacterialPneumonia/430.jpeg,,,1.0,
370,BacterialPneumonia/431.jpeg,,,1.0,
371,BacterialPneumonia/432.jpeg,,,1.0,
372,BacterialPneumonia/433.jpeg,,,1.0,
373,BacterialPneumonia/434.jpeg,,,1.0,
374,BacterialPneumonia/435.jpeg,,,1.0,
375,BacterialPneumonia/436.jpeg,,,1.0,
376,BacterialPneumonia/437.jpeg,,,1.0,
377,BacterialPneumonia/438.jpeg,,,1.0,
378,BacterialPneumonia/439.jpeg,,,1.0,
379,BacterialPneumonia/44.jpeg,,,1.0,
380,BacterialPneumonia/440.jpeg,,,1.0,
381,BacterialPneumonia/441.jpeg,,,1.0,
382,BacterialPneumonia/442.jpeg,,,1.0,
383,BacterialPneumonia/443.jpeg,,,1.0,
384,BacterialPneumonia/444.jpeg,,,1.0,
385,BacterialPneumonia/445.jpeg,,,1.0,
386,BacterialPneumonia/446.jpeg,,,1.0,
387,BacterialPneumonia/447.jpeg,,,1.0,
388,BacterialPneumonia/448.jpeg,,,1.0,
389,BacterialPneumonia/449.jpeg,,,1.0,
390,BacterialPneumonia/45.jpeg,,,1.0,
391,BacterialPneumonia/450.jpeg,,,1.0,
392,BacterialPneumonia/451.jpeg,,,1.0,
393,BacterialPneumonia/452.jpeg,,,1.0,
394,BacterialPneumonia/453.jpeg,,,1.0,
395,BacterialPneumonia/454.jpeg,,,1.0,
396,BacterialPneumonia/455.jpeg,,,1.0,
397,BacterialPneumonia/456.jpeg,,,1.0,
398,BacterialPneumonia/457.jpeg,,,1.0,
399,BacterialPneumonia/458.jpeg,,,1.0,
400,BacterialPneumonia/459.jpeg,,,1.0,
401,BacterialPneumonia/46.jpeg,,,1.0,
402,BacterialPneumonia/460.jpeg,,,1.0,
403,BacterialPneumonia/461.jpeg,,,1.0,
404,BacterialPneumonia/462.jpeg,,,1.0,
405,BacterialPneumonia/463.jpeg,,,1.0,
406,BacterialPneumonia/464.jpeg,,,1.0,
407,BacterialPneumonia/465.jpeg,,,1.0,
408,BacterialPneumonia/466.jpeg,,,1.0,
409,BacterialPneumonia/467.jpeg,,,1.0,
410,BacterialPneumonia/468.jpeg,,,1.0,
411,BacterialPneumonia/469.jpeg,,,1.0,
412,BacterialPneumonia/47.jpeg,,,1.0,
413,BacterialPneumonia/470.jpeg,,,1.0,
414,BacterialPneumonia/471.jpeg,,,1.0,
415,BacterialPneumonia/472.jpeg,,,1.0,
416,BacterialPneumonia/473.jpeg,,,1.0,
417,BacterialPneumonia/474.jpeg,,,1.0,
418,BacterialPneumonia/475.jpeg,,,1.0,
419,BacterialPneumonia/476.jpeg,,,1.0,
420,BacterialPneumonia/477.jpeg,,,1.0,
421,BacterialPneumonia/478.jpeg,,,1.0,
422,BacterialPneumonia/479.jpeg,,,1.0,
423,BacterialPneumonia/48.jpeg,,,1.0,
424,BacterialPneumonia/480.jpeg,,,1.0,
425,BacterialPneumonia/481.jpeg,,,1.0,
426,BacterialPneumonia/482.jpeg,,,1.0,
427,BacterialPneumonia/483.jpeg,,,1.0,
428,BacterialPneumonia/484.jpeg,,,1.0,
429,BacterialPneumonia/485.jpeg,,,1.0,
430,BacterialPneumonia/486.jpeg,,,1.0,
431,BacterialPneumonia/487.jpeg,,,1.0,
432,BacterialPneumonia/488.jpeg,,,1.0,
433,BacterialPneumonia/489.jpeg,,,1.0,
434,BacterialPneumonia/49.jpeg,,,1.0,
435,BacterialPneumonia/490.jpeg,,,1.0,
436,BacterialPneumonia/491.jpeg,,,1.0,
437,BacterialPneumonia/492.jpeg,,,1.0,
438,BacterialPneumonia/493.jpeg,,,1.0,
439,BacterialPneumonia/494.jpeg,,,1.0,
440,BacterialPneumonia/495.jpeg,,,1.0,
441,BacterialPneumonia/496.jpeg,,,1.0,
442,BacterialPneumonia/497.jpeg,,,1.0,
443,BacterialPneumonia/498.jpeg,,,1.0,
444,BacterialPneumonia/499.jpeg,,,1.0,
445,BacterialPneumonia/5.jpeg,,,1.0,
446,BacterialPneumonia/50.jpeg,,,1.0,
447,BacterialPneumonia/500.jpeg,,,1.0,
448,BacterialPneumonia/501.jpeg,,,1.0,
449,BacterialPneumonia/502.jpeg,,,1.0,
450,BacterialPneumonia/503.jpeg,,,1.0,
451,BacterialPneumonia/504.jpeg,,,1.0,
452,BacterialPneumonia/505.jpeg,,,1.0,
453,BacterialPneumonia/506.jpeg,,,1.0,
454,BacterialPneumonia/507.jpeg,,,1.0,
455,BacterialPneumonia/508.jpeg,,,1.0,
456,BacterialPneumonia/509.jpeg,,,1.0,
457,BacterialPneumonia/51.jpeg,,,1.0,
458,BacterialPneumonia/510.jpeg,,,1.0,
459,BacterialPneumonia/511.jpeg,,,1.0,
460,BacterialPneumonia/512.jpeg,,,1.0,
461,BacterialPneumonia/513.jpeg,,,1.0,
462,BacterialPneumonia/514.jpeg,,,1.0,
463,BacterialPneumonia/515.jpeg,,,1.0,
464,BacterialPneumonia/516.jpeg,,,1.0,
465,BacterialPneumonia/517.jpeg,,,1.0,
466,BacterialPneumonia/518.jpeg,,,1.0,
467,BacterialPneumonia/519.jpeg,,,1.0,
468,BacterialPneumonia/52.jpeg,,,1.0,
469,BacterialPneumonia/520.jpeg,,,1.0,
470,BacterialPneumonia/521.jpeg,,,1.0,
471,BacterialPneumonia/522.jpeg,,,1.0,
472,BacterialPneumonia/523.jpeg,,,1.0,
473,BacterialPneumonia/524.jpeg,,,1.0,
474,BacterialPneumonia/525.jpeg,,,1.0,
475,BacterialPneumonia/526.jpeg,,,1.0,
476,BacterialPneumonia/527.jpeg,,,1.0,
477,BacterialPneumonia/528.jpeg,,,1.0,
478,BacterialPneumonia/529.jpeg,,,1.0,
479,BacterialPneumonia/53.jpeg,,,1.0,
480,BacterialPneumonia/530.jpeg,,,1.0,
481,BacterialPneumonia/531.jpeg,,,1.0,
482,BacterialPneumonia/532.jpeg,,,1.0,
483,BacterialPneumonia/533.jpeg,,,1.0,
484,BacterialPneumonia/534.jpeg,,,1.0,
485,BacterialPneumonia/535.jpeg,,,1.0,
486,BacterialPneumonia/536.jpeg,,,1.0,
487,BacterialPneumonia/537.jpeg,,,1.0,
488,BacterialPneumonia/538.jpeg,,,1.0,
489,BacterialPneumonia/539.jpeg,,,1.0,
490,BacterialPneumonia/54.jpeg,,,1.0,
491,BacterialPneumonia/540.jpeg,,,1.0,
492,BacterialPneumonia/541.jpeg,,,1.0,
493,BacterialPneumonia/542.jpeg,,,1.0,
494,BacterialPneumonia/543.jpeg,,,1.0,
495,BacterialPneumonia/544.jpeg,,,1.0,
496,BacterialPneumonia/545.jpeg,,,1.0,
497,BacterialPneumonia/546.jpeg,,,1.0,
498,BacterialPneumonia/547.jpeg,,,1.0,
499,BacterialPneumonia/548.jpeg,,,1.0,
500,BacterialPneumonia/549.jpeg,,,1.0,
501,BacterialPneumonia/55.jpeg,,,1.0,
502,BacterialPneumonia/550.jpeg,,,1.0,
503,BacterialPneumonia/551.jpeg,,,1.0,
504,BacterialPneumonia/552.jpeg,,,1.0,
505,BacterialPneumonia/553.jpeg,,,1.0,
506,BacterialPneumonia/554.jpeg,,,1.0,
507,BacterialPneumonia/555.jpeg,,,1.0,
508,BacterialPneumonia/556.jpeg,,,1.0,
509,BacterialPneumonia/557.jpeg,,,1.0,
510,BacterialPneumonia/558.jpeg,,,1.0,
511,BacterialPneumonia/559.jpeg,,,1.0,
512,BacterialPneumonia/56.jpeg,,,1.0,
513,BacterialPneumonia/560.jpeg,,,1.0,
514,BacterialPneumonia/561.jpeg,,,1.0,
515,BacterialPneumonia/562.jpeg,,,1.0,
516,BacterialPneumonia/563.jpeg,,,1.0,
517,BacterialPneumonia/564.jpeg,,,1.0,
518,BacterialPneumonia/565.jpeg,,,1.0,
519,BacterialPneumonia/566.jpeg,,,1.0,
520,BacterialPneumonia/567.jpeg,,,1.0,
521,BacterialPneumonia/568.jpeg,,,1.0,
522,BacterialPneumonia/569.jpeg,,,1.0,
523,BacterialPneumonia/57.jpeg,,,1.0,
524,BacterialPneumonia/570.jpeg,,,1.0,
525,BacterialPneumonia/571.jpeg,,,1.0,
526,BacterialPneumonia/572.jpeg,,,1.0,
527,BacterialPneumonia/573.jpeg,,,1.0,
528,BacterialPneumonia/574.jpeg,,,1.0,
529,BacterialPneumonia/575.jpeg,,,1.0,
530,BacterialPneumonia/576.jpeg,,,1.0,
531,BacterialPneumonia/577.jpeg,,,1.0,
532,BacterialPneumonia/578.jpeg,,,1.0,
533,BacterialPneumonia/579.jpeg,,,1.0,
534,BacterialPneumonia/58.jpeg,,,1.0,
